Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Absorbency level (product.metafields.shopify.absorbency-level),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Attachment type (product.metafields.shopify.attachment-type),Bedding size (product.metafields.shopify.bedding-size),Body area (product.metafields.shopify.body-area),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Compatible patient profile (product.metafields.shopify.compatible-patient-profile),Control type (product.metafields.shopify.control-type),Diaper size (product.metafields.shopify.diaper-size),Diaper type (product.metafields.shopify.diaper-type),Display technology (product.metafields.shopify.display-technology),Disposable glove features (product.metafields.shopify.disposable-glove-features),Evaporation technology (product.metafields.shopify.evaporation-technology),Fabric (product.metafields.shopify.fabric),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handwear material (product.metafields.shopify.handwear-material),Material (product.metafields.shopify.material),Mobility/Accessibility equipment features (product.metafields.shopify.mobility-accessibility-equipment-features),Mounting type (product.metafields.shopify.mounting-type),Nebulizer design (product.metafields.shopify.nebulizer-design),Nebulizer technology (product.metafields.shopify.nebulizer-technology),Power source (product.metafields.shopify.power-source),Size (product.metafields.shopify.size),Stair lifts control type (product.metafields.shopify.stair-lifts-control-type),Staircase type (product.metafields.shopify.staircase-type),Support/Brace material (product.metafields.shopify.support-brace-material),Target gender (product.metafields.shopify.target-gender),Temperature measurement (product.metafields.shopify.temperature-measurement),Test sample (product.metafields.shopify.test-sample),Transfer boards surface type (product.metafields.shopify.transfer-boards-surface-type),Treatment objective (product.metafields.shopify.treatment-objective),Usage type (product.metafields.shopify.usage-type),Wheelchair type (product.metafields.shopify.wheelchair-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
resistance-band,Dyna Physical Resistance Band,"<p>Dyna's Physical Resistance Band helps you to increase the range of motion and deepen the stretch as you gently move the band either away or towards your band.<strong></strong></p>
<p>For anyone who needs a way to work out from home or wants something extra to add to the workout. Physical Resistance Exercise Bands are perfect for it. Anyone can get an effective workout using physical therapy resistance bands.</p>
<p>Resistance Exercise Bands are also used in rehabilitation from a sports or muscle-related injury, as these physical bands don't apply pressure in the way that weights do, thereby keeping your joints safe. It works your muscles like do, enable your muscles contract to generate force to stabilize and control the desired movement </p>
<p><strong>Features of Physical Resistance:</strong></p>
<ul>
<li>Strong &amp; durable elastic provides greater resistance.</li>
<li>Physical Resistance Bands are small and lightweight, making them easy to travel with and to store in a small space.</li>
</ul>
<p><strong>Check out the Video for Exercises with Dyna Physical Resistance Band:</strong></p>
<p> <iframe width=""460"" height=""215"" src=""https://www.youtube.com/embed/DtvXNR3xF-U"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>",Dyna,Sporting Goods > Exercise & Fitness > Exercise Bands,Other Rehab,"Brand_Dyna, Dyna, Price_ 0 - 500",true,Material,Red-Light to medium Resistance,,,,,,,,AC-6270-R,0.0,shopify,-1,continue,manual,255.00,375.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Physical_Resistance_Band_at_Best_Price_in_Chennai.jpg?v=1743246275,1,Dyna Physical Resistance Band - AeonCare,false,Buy Dyna Physical Resistance Band | Strength Training Power Band for Workout,"AeonCare.in: The Physical Resistance Exercise Band is an ideal used for strengthening of muscles and joints, Order Dyna Physical Resistance Band Online & Get 10% Discount. Physical Therapy Bands are small and lightweight, making them easy to travel with and to store in a small space.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,177.00,active
resistance-band,,,,,,,,,Green-Heavy Resistance,,,,,,,,AC-6271-G,0.0,shopify,-2,continue,manual,255.00,375.00,true,true,,,,,'8904044203866,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Physical_Resistance_Band_-_AeonCare.png?v=1743246279,2,Dyna Physical Resistance Band - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,155.00,
resistance-band,,,,,,,,,Blue-1 X Heavy Resistance,,,,,,,,AC-6272-B,0.0,shopify,0,continue,manual,337.00,495.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,191.75,
resistance-band,,,,,,,,,Black-2 X Heavy Resistance,,,,,,,,AC-6270-BLACK,0.0,shopify,2,continue,manual,371.00,545.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,230.00,
resistance-band,,,,,,,,,Silver-3 X Heavy Resistance,,,,,,,,AC-6270-S,0.0,shopify,2,continue,manual,460.00,675.00,true,true,,,,,'8904044206492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,368.75,
resistance-band,,,,,,,,,Gold- 4 X Heavy Resistance,,,,,,,,AC-6270-GOLD,0.0,shopify,-1,continue,manual,494.00,725.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,392.00,
resistance-band,,,,,,,,,Red+Green+Blue,,,,,,,,AC6270-RGB,0.0,shopify,0,continue,manual,832.00,1220.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
resistance-band,,,,,,,,,Red+Blue+Black,,,,,,,,AC6270-RBB,0.0,shopify,0,continue,manual,948.00,1390.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
resistance-band,,,,,,,,,Green+Blue+Silver,,,,,,,,AC6270-GBS,0.0,shopify,0,continue,manual,1054.00,1545.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
resistance-band,,,,,,,,,Blue+Black+Silver,,,,,,,,AC6270-BBS,0.0,shopify,-1,continue,manual,1170.00,1715.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
resistance-band,,,,,,,,,Red+Green+Blue+Black+Silver+Gold,,,,,,,,AC6270-RGBBSG,0.0,shopify,0,continue,manual,2160.00,3165.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
exercise-ball,Hand Exercise Ball - Gel,"<p>Hand Exercise Ball helps you in performing easy hand and finger exercises for improving range of motion, increasing grip strength, lessening joint pain and relieving stress in your hands and fingers.</p>
<h1><strong>Features of Dyna's Hand Exercise Ball:</strong></h1>
<ul>
<li>
<strong></strong>Gel Exercise Ball for Hand releases stress and relaxes your mind through the pressure points in your palm.<br>
</li>
<li>Soft, Squeezable gel balls for therapeutic finger and hand exercises.</li>
<li>Hand Exercise Ball helps improve focus, concentration and coordination.</li>
<li>Dyna's Gel Exercise Ball returns back to its original shape even after repeated use.</li>
<li>Exercise Ball for hand workout provides resistance training for hands and fingers</li>
</ul>",Dyna,,Fitness,"Brand_Dyna, Dyna, Price_ 0 - 500",true,Color,Red,,,,,,,,AC-1696,0.0,shopify,0,continue,manual,310.00,455.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Hand_Exercise_Ball.png?v=1753962128,1,Hand Exercise Ball - Gel - AeonCare,false,Exercise Ball: Buy Hand Exercise Ball (Gel) Online at Low Price | AeonCare,"Check out Dyna's gel exercise ball for hand and finger exercise. With Silicone Hand Therapy Balls, you can massage your hand by squeezing, rolling, and relaxes your mind through the pressure points in your palm. Exercise Ball for hand workout provides resistance training for hands and fingers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
remove-insole,Silicone Remove Insole - Pair,"<div>
<strong>About the product : </strong>Silicare Silicone Remove Insole are made in India using German machinery and raw materials to give you a world-class product at an affordable price.</div>
<div></div>
<div></div>
<div></div>
<div></div>
<div></div>
<h3><strong>Purpose of Silicone Remove Insole:</strong></h3>
<p>When we walk, the heel and the bottom of the foot hits the ground in each step. This transmits a shock from ground through the heel, up the knee and hip and to the back. Over time, this may result in heel pain. knee pain and back pain. Pain in the ball of the foot may also result due to bone abnormalities, flat feet or hammertoes. Wearing a Silicone Insole helps to absorb the shock on the  Heel and Metatarsal regions. It also helps to maintain the arch of the foot.</p>
<h3><strong>Features of Silicone Insole:</strong></h3>
<ul>
<li>
<strong></strong>Silicone Insole Cushions the plantar region making walking and standing an easy experience.<br>
</li>
<li>Non- compressible green silicone zone incorporated at the heel and metatarsal region to reduce skeletal shock and redistribute peak pressure.</li>
<li>Alleviate the pressure excreted on the plantar region with excellent cushioning effect.</li>
<li>Silicone Cushion Insole will not flatten under repeated pressure form walking or standing.</li>
</ul>",Dyna,Uncategorized,Leg and Foot,"Brand_Dyna, Dyna, Leg & Foot, Silicare",true,Size,S (35-37cms),,,,,,,,AC-1720-S,0.0,shopify,2,continue,manual,858.00,990.00,true,true,,,,,'8904044280010,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Silicare_Remove_Insole_-_AeonCare.png?v=1753958274,1,Silicone Remove Insole - Pair - AeonCare,false,Remove Insole: Buy Silicare Silicone Remove Insole Online at Aeoncare.in ,AeonCare.in: Silicare Silicone Cushion Insole are made in India using German machinery and raw materials to give you a world-class product at an affordable price. Order Now & Get 10% Discount on Silicone Insole Products.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
remove-insole,,,,,,,,,M (37-39cms),,,,,,,,AC-1720-M,0.0,shopify,0,continue,manual,858.00,990.00,true,true,,,,,'8904044280027,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/SilicareRemoveInsole.png?v=1753958294,2,Silicone Remove Insole - Pair - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
remove-insole,,,,,,,,,L (39-41cms),,,,,,,,AC-1720-L,0.0,shopify,0,continue,manual,858.00,990.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
remove-insole,,,,,,,,,XL (41-44cms),,,,,,,,AC-1720-XL,0.0,shopify,0,continue,manual,858.00,990.00,true,true,,,,,'8904044280041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heel-cushion,Heel Cushion - Silicare Silicone Heel Cushion,"<h3><strong>Features of Silicone Heel Cushion:</strong></h3>
<ul>
<li>Silicare Silicone Heel Cushions are made in India using German machinery and raw materials to give you a world-class product at an affordable price.</li>
<li>Due to its purity, it is preferred component in the medical industry. </li>
<li>Silicone Heel Cushion Pad is resistant to extreme pressures and temperatures.</li>
<li>Heel Cushion pad absorbs shock during walking</li>
<li>Silicare heel cushion has soft anti-shock blue silicone zone incorporated at the heel area to absorb impact at the heel region.</li>
<li>Durable and suitable for continuous wear.</li>
</ul>",Dyna,Uncategorized,Leg and Foot,"Brand_Dyna, Dyna, heel, Leg & Foot, Price_ 500 - 1000, Silicare",true,Size,M,,,,,,,,AC-1710-M,0.0,shopify,1,continue,manual,565.00,650.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Silicare_Silicone_Heel_Cushion_-_AeonCare.png?v=1753958413,1,Heel Cushion - Silicare Silicone Heel Cushion - AeonCare,false,Buy Silicare Silicone Heel Cushion Online at best price at Aeoncare.in ,AeonCare.in: Silicare Silicone Heel Cushions are made in India using German machinery and raw materials to give you a world-class product at an affordable price. Check Out Heel Cushion Pad Online and Get 10% Discount Heel Cushion pad absorbs shock during walking. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
heel-cushion,,,,,,,,,L,,,,,,,,AC-1710-L,0.0,shopify,1,continue,manual,565.00,650.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Silicare_Silicone_Heel_Cushion.png?v=1753958639,2,Heel Cushion - Silicare Silicone Heel Cushion - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heel-cushion,,,,,,,,,XL,,,,,,,,AC-1710-XL,0.0,shopify,-1,continue,manual,565.00,650.00,true,true,,,,,'8904044280133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
patellar-support,Patellar Support Strap - Dyna,"<p>Dyna's Patellar (Knee) Support Strap is designed to relieve knee pain caused by overuse injuries or patellar tendonitis, without restricting movement. The Knee Strap is also suitable to wear during the recovery phase of a knee injury and provides support to the knee cap.</p>
<h3>Features of Dyna Patellar Support:<br>
</h3>
<ul>
<li>The patella support (Knee Support) provides adjustable and comfortable compression.</li>
<li>Adjustable hook and loop closure for a custom fit.</li>
<li>Patella support strap is Ideal used during all sporting activity such as running, playing sports games where the knee joint is under high impact.</li>
<li>Patella support knee brace keeps the knee cap in proper alignment thereby reducing the inflammation of the knee joint caused by the incorrect patella alignment.</li>
<li>Knee Support Band minimize the pressure and stress on the patellar tendon.</li>
</ul>
<h3><strong>Instructions to Use Patellar Support:</strong></h3>
<ol>
<li>Center the knee support cap directly under the patella (knee) with the hook and loop facing backwards.</li>
<li>Feel the end through the buckle and fasten it.</li>
</ol>",Dyna,Uncategorized,Leg and Foot,"Brand_Dyna, Dyna, knee cap, Knee Support, Leg & Foot",true,Title,Default Title,,,,,,,,AC-1265,0.0,shopify,2,continue,manual,180.00,265.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/DYNA_PATELLAR_SUPPORT_-_AeonCare.png?v=1753959757,1,Patellar Support Strap - Dyna - AeonCare,false,Knee Support: Buy Dyna Patellar Support Strap at Best Price in Chennai,"AeonCare.in: Dyna's Patellar (Knee) Support Strap is designed to relieve knee pain caused by overuse injuries or patellar tendonitis, without restricting movement. The Knee Strap is also suitable to wear during the recovery phase of a knee injury and provides support to the knee cap. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
knee-support-dyna,Dyna Knee Cap - Premium (Pair),"<p><strong>About the product : </strong></p>
<p>Dyna Knee Cap for Knee Pain. Regain your mobility and get back into your active life with knee cap.</p>
<h3><strong>Features of Knee Cap (Premium) :</strong></h3>
<ul>
<li>Dyna's Knee Cap is one of the best for those whose seek relief from knee pain. It also provides firm support to the knee thereby stabilizing the knee joint.</li>
<li>Knee Cap provides 360 Degree Protection for your knee.</li>
<li>Knee Cap provides an intermittent massaging effect and no slipping or bunching</li>
<li>4-way stretchable knee cap provides targeted compression vertically and horizontally. Won't bunch, bind or pinch your skin.</li>
</ul>
<p> </p>",Dyna,Health & Beauty > Health Care > Supports & Braces,Leg and Foot,"Brand_Dyna, Dyna, Knee, Leg & Foot, Price_ 0 - 500",true,Size,M,,,,,,,,AC-2571-M,0.0,shopify,2,continue,manual,250.00,300.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/DynaKneeCap.png?v=1753958839,1,Dyna Knee Cap - Premium (Pair) - AeonCare,false,Knee Cap - Buy Dyna Knee Cap | Premium Knee Cap for Knee Pain Relief ,"AeonCare.in: Dyna Knee Cap for Knee Pain. Regain your mobility and get back into your active life with knee cap. Check Out Now and Get 10% Discount on Premium Knee Cap. Cheetah Knee Cap provides 360 Degree Protection, intermittent massaging effect and no slipping or bunching",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
knee-support-dyna,,,,,,,,,L,,,,,,,,AC-2571-L,0.0,shopify,1,continue,manual,250.00,300.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/DynaKneeCapFeatures.png?v=1753958864,2,Dyna Knee Cap - Premium (Pair) - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
knee-support-dyna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/DynaKneeCapSizeChart.png?v=1753958886,3,Dyna Knee Cap - Premium (Pair) - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ankle-support,Sego Ankle Support,"<p><strong>Features of Ankle Support Strap:</strong><br></p>
<ul>
<li><span data-mce-fragment=""1"">Lightweight and four-way stretchable material for proper fit.</span></li>
<li><span data-mce-fragment=""1"">One way knitting on the ankle region provides intermittent massaging action to relieve ankle pain.</span></li>
<li><span data-mce-fragment=""1"">Anatomically contoured fully elastic material avoids slipping and bunching</span></li>
<li><span data-mce-fragment=""1"">Dyna Ankle Support Strap improves blood flow, provides ankle stability and gives comfort.</span></li>
</ul>",Dyna,Uncategorized,Leg and Foot,"Ankle Support, Brand_Dyna, Dyna, Leg & Foot, Sego",true,Size,M,,,,,,,,AC-2508-M,0.0,shopify,1,continue,manual,185.00,280.00,true,true,,,,,'8904095645486,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Ankle_Support_-_Aeon_Care.png?v=1753961394,1,Sego Ankle Support - AeonCare,false,Ankle Brace: Buy Sego Ankle Support at Best Price in Chennai | AeonCare.in,"Sego Ankle Support is the Largest doctor prescribed brand in India. Check Out Dyna Ankle Support Strap and Get a 10% discount. Ankle Bandage improves blood flow, provides ankle stability and gives comfort. Lightweight and four-way stretchable ankle brace for proper fit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ankle-support,,,,,,,,,L,,,,,,,,AC-2508-L,0.0,shopify,2,continue,manual,185.00,280.00,true,true,,,,,'8904095645493,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Ankle_Support_-_Sego.png?v=1753961430,2,Sego Ankle Support - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ankle-support,,,,,,,,,XL,,,,,,,,AC-2508-XL,0.0,shopify,-1,continue,manual,185.00,280.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ankle-binder,Sego Ankle Binder -  Ankle Support,"<p><span data-mce-fragment=""1""><strong>About the product :</strong> </span></p>
<p><span data-mce-fragment=""1"">Sego Ankle Binder is the Largest doctor prescribed brand in India. Ankle Binder is used to supporting, compress and partially immobilize the ankle injury or sprain to control pain, inflammation.</span></p>
<h3><strong>Features of Angle Binder:</strong></h3>
<ul>
<li>The Sego Ankle Binder sleeve is made of sturdy, elastic fabric which provides warmth, compression and improves healing.</li>
<li>Breathable elastic wrap design of the Ankle Binder Strap provides added stability to the ankle.</li>
<li>Double action design helps in the prevention of inversion or aversion injuries.</li>
</ul>
<p> </p>",Dyna,,Leg and Abdomen,"Ankle Brace, Brand_Dyna, Dyna, Leg & Foot, Sego",true,Size,M,,,,,,,,AC-2509-M,0.0,shopify,1,continue,manual,223.00,285.00,true,true,,,,,'8904095660120,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Ankle_Binder_-_Aeon_Care.png?v=1753961476,1,Sego Ankle Binder - Ankle Support - AeonCare,false,"Buy Sega Ankle Binder (Compression, Pain Relief) Online at Low Price  ","AeonCare.in: Sego Ankle Binder is the Largest doctor prescribed brand in India. Ankle Binder is used to supporting, compress and partially immobilize the ankle injury or sprain to control pain, inflammation or oedema. Order Now and Get 10% on Ankle Binder Strap.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ankle-binder,,,,,,,,,L,,,,,,,,AC-2509-L,0.0,shopify,2,continue,manual,223.00,285.00,true,true,,,,,'8904095660137,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Ankle_Binder_Size_-_Aeon_Care.png?v=1753961501,2,Sego Ankle Binder - Ankle Support - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ankle-binder,,,,,,,,,XL,,,,,,,,AC-2509-XL,0.0,shopify,-1,continue,manual,223.00,285.00,true,true,,,,,'8904095660144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ankle-brace,Sego Ankle Brace -  Ankle Support Brace,"<p><strong>About the product : </strong></p>
<p>Sego Ankle Brace is the Largest doctor prescribed brand in India. Ankle Brace is used to aid the recovery of injured joints and protect from the further ankle injuries, sprains. Ankle Braces provides maximum support, compression and help in the ankle immobilisation.</p>
<h3><strong>Features of Sego Ankle Brace:</strong></h3>
<ul>
<li>Sego Ankle Support Brace is an elastic brace to support the ankle joint in cases of minor injuries</li>
<li>Ankle Brace made of Elastic Brace provides optimum support to the ankle joint.</li>
<li>Hook and loop closure for easy application and removal.</li>
</ul>",Dyna,Uncategorized,Leg and Foot,"Ankle Brace, Brand_Dyna, Dyna, Leg & Foot, Sego",true,Size,M,,,,,,,,AC-2501-M,0.0,shopify,1,continue,manual,135.00,175.00,true,true,,,,,'8904095650466,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Ankle_Brace_-_Aeon_Care.png?v=1753961537,1,Sego Ankle Brace - Ankle Support Brace - AeonCare,false,Buy Ankle Brace Online - Sego Ankle Brace at Best Price in Chennai | AeonCare,"Buy Sego Ankle Brace Online which is the Largest doctor prescribed brand in India. Ankle Brace is used to aid the recovery of injured joints and protect from the further ankle injuries, sprains. Ankle Braces provides maximum support, compression and help in the ankle immobilisation. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ankle-brace,,,,,,,,,L,,,,,,,,AC-2501-L,0.0,shopify,2,continue,manual,135.00,175.00,true,true,,,,,'8904095650473,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Ankle_Brace_Size_-_Aeon_Care.png?v=1753961556,2,Sego Ankle Brace - Ankle Support Brace - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ankle-brace,,,,,,,,,XL,,,,,,,,AC-2501-XL,0.0,shopify,0,continue,manual,135.00,175.00,true,true,,,,,'8904095650480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
knee-cap,Sego Knee Cap (OP),"<h3><strong>Features of Knee Cap:</strong></h3>
<ul>
<li>Sego Knee Cap comes with 4 way stretchable﻿.</li>
<li>This Knee support cap will not slip or bunch.</li>
<li>Knee Cap improves blood flow.</li>
<li>The anterior patellar opening which relieves pressure on the patella(Knee Cap)</li>
<li>Knee Support Cap provides firm support and gentle compression</li>
<li>The soft circular cushion around the open patella gives extra padded protection to Knee Support.</li>
</ul>",Dyna,Uncategorized,Leg and Foot,"Brand_Dyna, Dyna, Knee Brace, Knee Support, Leg & Foot",true,Size,S,,,,,,,,AC2563-S,0.0,shopify,0,continue,manual,211.00,310.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Sego_Knee_Cap_-_AeonCare.png?v=1753961613,1,Sego Knee Cap (OP) - AeonCare,false,Knee Cap: Buy Sego Knee Cap (OP) at Best Price in Chennai | AeonCare,"Dyna Knee Cap comes with 4 way stretchable. Orthopaedics Knee Cap improves blood flow. It will not slip or bunch. Sego Knee Cap can be used for kneecap fracture, Patellar Tendon Tear, Patellar Tendinitis, Patellofemoral Pain Syndrome. Order Now and Get 10% Discount for Knee support bands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
knee-cap,,,,,,,,,M,,,,,,,,AC-2563-M,0.0,shopify,2,continue,manual,211.00,310.00,true,true,,,,,'8904095645929,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Sego_Knee_Cap_Size.png?v=1753961630,2,Sego Knee Cap (OP) - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
knee-cap,,,,,,,,,L,,,,,,,,AC-2563-L,0.0,shopify,2,continue,manual,211.00,310.00,true,true,,,,,'8904095645936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
knee-cap,,,,,,,,,XL,,,,,,,,AC-2563-XL,0.0,shopify,2,continue,manual,211.00,310.00,true,true,,,,,'8904095645943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
knee-support,Knee Support - Sego (Plain),"<p><strong>About the product : </strong></p>
<p>Sego Knee Support is the largest doctor prescribed brand in India. Made with German circular knitting technology. It is designed for an anatomically perfect fit.</p>
<h3><strong>Features of Sego's Knee Support :</strong></h3>
<ul>
<li>
<strong></strong>4-way stretch power knit produces targeted compression vertically and horizontally.<br>
</li>
<li>One way Knitting in the popliteal region reduces bunching behind the knee.</li>
<li>Custom knit pattern surrounds the knee cap and reduces pressure on the patella (Knee Cap)</li>
<li>Softer feel, will not leave skin indentations</li>
</ul>",Dyna,Uncategorized,Leg and Foot,"Brand_Dyna, Dyna, Knee Brace, Knee Support, Leg & Foot, Price_ 0 - 500",true,Size,S,,,,,,,,AC2565-S,0.0,shopify,0,continue,manual,197.00,290.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Knee_Support_-_AeonCare.png?v=1753958087,1,Knee Support - Sego (Plain) - AeonCare,false,Buy Sego Knee Support (Plain) Online @ Low Price in Chennai | AeonCare,Sego Knee Support is the largest doctor prescribed brand in India. Made with German circular knitting technology. Order Now & Get 10% Discount for Knee Support. Dyna Knee Support is designed for an anatomically perfect fit. This Knee Support can be used for knee pain or relief support.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
